linha_origem,matricula_raw,nome_raw,cpf_raw,orgao_raw,erros
22198,GO0022182,Ana Araújo,355.170.993-07,SES,matricula_duplicada:primeira_ocorrencia_linha_21183
22202,GO0023201,Renata Castro,, SES,{'cpf': 'cpf_nulo'}
22210,GO0023209,Ricardo Souza,,Ses,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'data_admissao': 'data_admissao_nulo'}"
22212,GO0023211,Lucas Rodrigues,016.159.058-58,SES,cpf_duplicado:primeira_ocorrencia_linha_2740
22232,GO0023231,Carlos  Nascimento,,Ses,{'cpf': 'cpf_nulo'}
22252,GO0023251,Lucas Ribeiro,209.835.140-29,SES,cpf_duplicado:primeira_ocorrencia_linha_2603
22256,GO0023255,Marcos Campos,,SES ,{'cpf': 'cpf_nulo'}
22266,GO0023265,Maria Cavalcanti,100.172.954-84,SES,cpf_duplicado:primeira_ocorrencia_linha_19774
22269,GO0023268,Vinicius Barbosa,855.941.392-72,SES,cpf_duplicado:primeira_ocorrencia_linha_15360
22279,GO0018337,Bruno Rocha,391.380.813-75,SES,matricula_duplicada:primeira_ocorrencia_linha_17338
22281,GO0023280,Ana Campos,,Ses,{'cpf': 'cpf_nulo'}
22282,GO0023281,Rafael Gomes,340.448.665-18,SES,cpf_duplicado:primeira_ocorrencia_linha_4300
22294,GO0023293,Rodrigo Barbosa,296.536.265-84,SES,cpf_duplicado:primeira_ocorrencia_linha_11091
22306,GO0023305,Renata Oliveira,793.348.612-16,SES,cpf_duplicado:primeira_ocorrencia_linha_7232
22307,GO0001967,Ricardo Costa,941.361.882-91,SES,matricula_duplicada:primeira_ocorrencia_linha_968
22310,GO0023309,Maria Pereira,,Ses,{'cpf': 'cpf_nulo'}
22314,GO0023313,Henrique Borges,133.388.949-88,SES,cpf_duplicado:primeira_ocorrencia_linha_601
22319,GO0023318,Ricardo Pereira,733.407.927-82,SES,cpf_duplicado:primeira_ocorrencia_linha_19182
22326,GO0023325,Daniela Araújo,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:daniela.araújo@ses.go.gov.br'}"
22330,GO0008810,Maria Cavalcanti,230.142.347-15,SES,cpf_duplicado:primeira_ocorrencia_linha_1437
22340,GO0023339,Cristina Teixeira,649.259.594-80,SES,cpf_duplicado:primeira_ocorrencia_linha_2734
22350,GO0014365,Thiago Araújo,833.184.487-04,SES,matricula_duplicada:primeira_ocorrencia_linha_13366
22377,GO0023376,Leandro Costa,832.907.159-21,SES,cpf_duplicado:primeira_ocorrencia_linha_16275
22381,GO0016886,Gustavo Santos,311.677.877-39,SES,matricula_duplicada:primeira_ocorrencia_linha_15887
22401,GO0023400,Juliana Pereira,360.644.510-61,SES,cpf_duplicado:primeira_ocorrencia_linha_121
22403,GO0023402,Renata Araújo,997.451.556-95,SES,cpf_duplicado:primeira_ocorrencia_linha_12048
22404,GO0023403,Alexandre Oliveira,093.185.726-51,SES,cpf_duplicado:primeira_ocorrencia_linha_4478
22410,GO0014570,Rafael Moreira,927.504.572-51,SES,matricula_duplicada:primeira_ocorrencia_linha_13571
22414,GO0023413,Priscila Rocha,, SES,{'cpf': 'cpf_nulo'}
22419,GO0014048,Bruno Cardoso,707.204.539-97,SES,matricula_duplicada:primeira_ocorrencia_linha_13049
22425,GO0023424,Sandra Almeida,398.231.837-84,SES,cpf_duplicado:primeira_ocorrencia_linha_3368
22431,GO0023430,Ana Dias,161.865.797-65,SES,cpf_duplicado:primeira_ocorrencia_linha_16501
22433,GO0023432,Simone Silva,608.406.017-93,SES,cpf_duplicado:primeira_ocorrencia_linha_3128
22440,GO0023439,Fernanda Oliveira,362.746.475-23,SES,cpf_duplicado:primeira_ocorrencia_linha_15410
22455,GO0023454,Felipe Carvalho,,ses,{'cpf': 'cpf_nulo'}
22459,GO0017285,Alexandre Carvalho,019.764.970-25,SES,matricula_duplicada:primeira_ocorrencia_linha_16286
22470,GO0023469,Bruno Ribeiro,103.166.361-36,SES,cpf_duplicado:primeira_ocorrencia_linha_18198
22494,GO0023493,Fernanda Rodrigues,529.818.376-66,SES,cpf_duplicado:primeira_ocorrencia_linha_12276
22495,GO0023494,Sandra Campos,, SES,{'cpf': 'cpf_nulo'}
22528,GO0023527,DANIELA ALMEIDA,,ses,{'cpf': 'cpf_nulo'}
22533,GO0023532,Eduardo Rocha,, SES,{'cpf': 'cpf_nulo'}
22536,GO0009260,Fernanda Costa,776.433.269-07,SES,matricula_duplicada:primeira_ocorrencia_linha_8261
22540,GO0023539,Bruno Barbosa,774.863.924-29,SES,cpf_duplicado:primeira_ocorrencia_linha_5020
22546,GO0023545,Carlos Almeida,,ses,{'cpf': 'cpf_nulo'}
22548,GO0023547,Rodrigo Ferreira,,ses,{'cpf': 'cpf_nulo'}
22558,GO0015554,Eduardo Barbosa,653.218.938-95,SES,matricula_duplicada:primeira_ocorrencia_linha_14555
22573,GO0023572,Renata Castro,, SES,{'cpf': 'cpf_nulo'}
22579,GO0023578,Vinicius Santos,005.194.527-18,SES,cpf_duplicado:primeira_ocorrencia_linha_7015
22580,GO0023579,Pedro Almeida,385.561.068-01,SES,cpf_duplicado:primeira_ocorrencia_linha_4856
22589,GO0016685,Sandra Nascimento,225.018.468-01,SES,matricula_duplicada:primeira_ocorrencia_linha_15686
22590,GO0023589,Mônica Monteiro,289.952.494-85,SES,cpf_duplicado:primeira_ocorrencia_linha_20167
22595,GO0023594,Cristina Barbosa,,Ses,{'cpf': 'cpf_nulo'}
22598,GO0011182,Camila Monteiro,965.816.962-48,SES,matricula_duplicada:primeira_ocorrencia_linha_10183
22613,GO0023612,Felipe  Costa,,ses,{'cpf': 'cpf_nulo'}
22624,GO0023623,Mônica Santos,689.388.272-86,SES,cpf_duplicado:primeira_ocorrencia_linha_19427
22627,GO0003797,Mônica Monteiro,955.848.753-58,SES,matricula_duplicada:primeira_ocorrencia_linha_2798
22629,GO0023628,Lucas Barbosa,957.127.798-49,SES,cpf_duplicado:primeira_ocorrencia_linha_9382
22632,GO0023631,Henrique Barbosa,325.671.025-22,SES,cpf_duplicado:primeira_ocorrencia_linha_7862
22634,GO0023633,Camila Cardoso,343.313.506-23,SES,cpf_duplicado:primeira_ocorrencia_linha_1199
22646,GO0003750,Leandro Borges,328.413.721-06,SES,matricula_duplicada:primeira_ocorrencia_linha_2751
22656,GO0006329,Gustavo Nascimento,676.192.797-93,SES,matricula_duplicada:primeira_ocorrencia_linha_5330
22657,GO0023656,Maria Almeida,877.197.565-64,SES,cpf_duplicado:primeira_ocorrencia_linha_12468
22662,GO0023661,Maria Costa,387.286.427-31,SES,cpf_duplicado:primeira_ocorrencia_linha_10613
22666,GO0023665,  Tatiane Santos  ,,SES,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
22705,GO0023704,Renata Rodrigues,550.360.483-35,SES,cpf_duplicado:primeira_ocorrencia_linha_18657
22711,GO0023710,Eduardo Araújo,,SES,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:eduardo.araújo@ses.go.gov.br'}"
22712,GO0004684,Ana Pereira,240.437.421-90,SES,matricula_duplicada:primeira_ocorrencia_linha_3685
22716,GO0023715,Renata Campos,203.070.742-78,SES,cpf_duplicado:primeira_ocorrencia_linha_12256
22718,GO0013341,Fernanda Ferreira,957.498.824-68,SES,matricula_duplicada:primeira_ocorrencia_linha_12342
22736,GO0023735,Eduardo Borges,416.542.110-27,SES,cpf_duplicado:primeira_ocorrencia_linha_4493
22737,GO0023736,Larissa Costa,763.076.445-02,SES,cpf_duplicado:primeira_ocorrencia_linha_2252
22745,GO0023744,Pedro Borges,575.897.743-12,SES,cpf_duplicado:primeira_ocorrencia_linha_2825
22755,GO0023754,Beatriz Borges,632.114.111-66,SES,cpf_duplicado:primeira_ocorrencia_linha_11618
22763,GO0023089,Renata Borges,781.550.818-46,SES,matricula_duplicada:primeira_ocorrencia_linha_22090
22773,GO0023772,Lucas Rocha,,SES ,{'cpf': 'cpf_nulo'}
22774,GO0007697,Marcos Almeida,733.107.955-67,SES,matricula_duplicada:primeira_ocorrencia_linha_6698
22777,GO0023776,Aline Rocha,623.902.266-55,SES,cpf_duplicado:primeira_ocorrencia_linha_5951
22789,GO0023788,Mônica Teixeira,894.670.847-59,SES,cpf_duplicado:primeira_ocorrencia_linha_18900
22802,GO0023801,Thiago Castro,111.195.440-15,SES,cpf_duplicado:primeira_ocorrencia_linha_9511
22806,GO0023805,Pedro Pereira,355.890.166-25,SES,cpf_duplicado:primeira_ocorrencia_linha_19553
22815,GO0023814,Lucas Nascimento,, SES,{'cpf': 'cpf_nulo'}
22831,GO0023830,Aline Monteiro,502.389.074-48,SES,cpf_duplicado:primeira_ocorrencia_linha_1842
22845,GO0023844,ANA MARTINS,,SES ,{'cpf': 'cpf_nulo'}
22848,GO0023847,Alexandre Dias,026.180.990-37,SES,cpf_duplicado:primeira_ocorrencia_linha_1369
22875,GO0023874,Camila Cavalcanti,060.714.870-64,SES,cpf_duplicado:primeira_ocorrencia_linha_13966
22882,GO0023881,Marcos Carvalho,731.205.076-80,SES,cpf_duplicado:primeira_ocorrencia_linha_4071
22903,GO0023902,Carlos Cardoso,737.774.977-52,SES,cpf_duplicado:primeira_ocorrencia_linha_21422
22904,GO0004731,DIEGO MOURA,,Ses,{'cpf': 'cpf_nulo'}
22912,GO0013308,Ricardo Gomes,242.448.684-89,SES,matricula_duplicada:primeira_ocorrencia_linha_12309
22920,GO0023919,Pedro Martins,980.698.563-37,SES,cpf_duplicado:primeira_ocorrencia_linha_5529
22923,GO0023922,Carlos Moura,349.858.608-45,SES,cpf_duplicado:primeira_ocorrencia_linha_5993
22930,GO0023929,Vanessa Gomes,029.218.692-14,SES,cpf_duplicado:primeira_ocorrencia_linha_12232
22940,GO0023939,Mônica Rodrigues,992.323.430-32,SES,cpf_duplicado:primeira_ocorrencia_linha_19627
22942,GO0012905,Camila Gomes,802.944.238-27,SES,cpf_duplicado:primeira_ocorrencia_linha_1302
22945,GO0023944,Gustavo Rodrigues,,SES ,{'cpf': 'cpf_nulo'}
22955,GO0023954,Fernanda Costa,203.065.465-34,SES,cpf_duplicado:primeira_ocorrencia_linha_18335
22957,GO0022748,Larissa Ferreira,933.273.091-29,SES,cpf_duplicado:primeira_ocorrencia_linha_10731
22959,GO0019356,Ricardo Santos,685.628.393-63,SES,matricula_duplicada:primeira_ocorrencia_linha_18357
22987,GO0023986,Renata Rodrigues,302.869.933-48,SES,cpf_duplicado:primeira_ocorrencia_linha_15217
22991,GO0018078,Ana Cavalcanti,824.769.055-92,SES,matricula_duplicada:primeira_ocorrencia_linha_17079
23004,GO0020764,Bruno Pereira,118.948.382-88,SES,matricula_duplicada:primeira_ocorrencia_linha_19765
23006,GO0013513,Leandro Nascimento,275.658.183-85,SES,matricula_duplicada:primeira_ocorrencia_linha_12514
23014,GO0024013,Cristina Costa,681.957.903-88,SES,cpf_duplicado:primeira_ocorrencia_linha_1675
23020,GO0012245,Alexandre Carvalho,430.355.528-45,SES,matricula_duplicada:primeira_ocorrencia_linha_11246
23025,GO0014660,Juliana Oliveira,220.353.567-43,SES,matricula_duplicada:primeira_ocorrencia_linha_13661
23060,GO0024059,Tatiane Dias,362.197.879-89,SES,cpf_duplicado:primeira_ocorrencia_linha_5989
23099,GO0024098,Ana Almeida,277.042.928-53,SES,cpf_duplicado:primeira_ocorrencia_linha_11841
23111,GO0024110,priscila cardoso,,SES,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:priscila.cardoso@@ses.go.gov.br'}"
23114,GO0024113,Pedro Silva,668.558.542-25,SES,cpf_duplicado:primeira_ocorrencia_linha_4198
23124,GO0024123,Diego Moura,, SES,{'cpf': 'cpf_nulo'}
23125,GO0024124,Aline Moreira,,SES,{'cpf': 'cpf_nulo'}
23131,GO0024130,Rafael Martins,412.789.213-44,SES,cpf_duplicado:primeira_ocorrencia_linha_3895
23134,GO0006965,Vanessa Castro,924.421.534-02,SES,matricula_duplicada:primeira_ocorrencia_linha_5966
23136,GO0024135,Bruno Ribeiro,,SES,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:bruno.ribeiro@@ses.go.gov.br'}"
23140,GO0024139,Pedro Almeida,,ses,{'cpf': 'cpf_nulo'}
23161,GO0024160,Maria Moreira,414.038.640-51,SES,cpf_duplicado:primeira_ocorrencia_linha_13745
23163,GO0024162,Beatriz Martins,337.173.606-58,SES,cpf_duplicado:primeira_ocorrencia_linha_22908
23180,GO0024179,Henrique Martins,,ses,{'cpf': 'cpf_nulo'}
23200,GO0005049,Rafael Nascimento,448.933.961-77,SES,matricula_duplicada:primeira_ocorrencia_linha_4050
23215,GO0024214,Ricardo Teixeira,,ses,{'cpf': 'cpf_nulo'}
23238,GO0024237,Carlos Melo,461.377.719-59,SES,cpf_duplicado:primeira_ocorrencia_linha_21601
23269,GO0015806,Vinicius Borges,206.162.087-95,SES,matricula_duplicada:primeira_ocorrencia_linha_14807
23319,GO0006537,Diego Campos,235.008.951-29,SES,matricula_duplicada:primeira_ocorrencia_linha_5538
23326,GO0024325,Fernanda Nunes,442.737.653-95,SES,cpf_duplicado:primeira_ocorrencia_linha_16214
23337,GO0021567,Lucas Silva,805.720.501-79,SES,matricula_duplicada:primeira_ocorrencia_linha_20568
23345,GO0024344,Leandro Cavalcanti,,SES ,{'cpf': 'cpf_nulo'}
23364,GO0024363,Daniela Araújo,702.994.289-55,SES,cpf_duplicado:primeira_ocorrencia_linha_13686
23382,GO0024381,Rafael Borges,293.526.552-27,SES,cpf_duplicado:primeira_ocorrencia_linha_17232
23400,GO0024399,Felipe Pereira,925.720.682-61,SES,cpf_duplicado:primeira_ocorrencia_linha_22895
23416,GO0015855,Sandra Rocha,496.675.176-54,SES,matricula_duplicada:primeira_ocorrencia_linha_14856
23419,GO0024418,Felipe Souza,148.902.484-74,SES,cpf_duplicado:primeira_ocorrencia_linha_2880
23436,GO0024435,Fernanda Campos,245.241.302-65,SES,cpf_duplicado:primeira_ocorrencia_linha_13405
23462,GO0024461,Marcos Oliveira,,SES ,{'cpf': 'cpf_nulo'}
23484,GO0024483,Fernanda Borges,,ses,{'cpf': 'cpf_nulo'}
23485,GO0015529,Fernanda Ferreira,665.036.797-72,SES,matricula_duplicada:primeira_ocorrencia_linha_14530
23491,GO0024490,bruno monteiro,,SES ,{'cpf': 'cpf_nulo'}
23495,GO0024494,Mônica Rodrigues,897.784.262-29,SES,cpf_duplicado:primeira_ocorrencia_linha_16774
23496,GO0024495,Daniela Campos,901.047.966-23,SES,cpf_duplicado:primeira_ocorrencia_linha_10836
23508,GO0024507,Ana Gomes,477.504.990-95,SES,cpf_duplicado:primeira_ocorrencia_linha_4812
23524,GO0006994,Vinicius Nascimento,422.106.890-32,SES,matricula_duplicada:primeira_ocorrencia_linha_5995
23534,GO0024533,Bruno Oliveira,313.325.624-08,SES,cpf_duplicado:primeira_ocorrencia_linha_2768
23537,GO0024536,Marcos  Teixeira,,SES ,{'cpf': 'cpf_nulo'}
23539,GO0021404,Cristina Costa,624.110.274-69,SES,matricula_duplicada:primeira_ocorrencia_linha_20405
23547,GO0024546,Cristina Moreira,098.494.732-94,SES,cpf_duplicado:primeira_ocorrencia_linha_877
23550,GO0024549,Marcos Dias,818.709.508-09,SES,cpf_duplicado:primeira_ocorrencia_linha_21173
23563,GO0024562,Felipe Rodrigues,166.596.353-35,SES,cpf_duplicado:primeira_ocorrencia_linha_14956
23566,GO0024565,Leandro Cavalcanti,503.299.427-14,SES,cpf_duplicado:primeira_ocorrencia_linha_3972
23576,GO0024575,Gustavo Martins,,SES ,{'cpf': 'cpf_nulo'}
23578,GO0024577,Henrique Nascimento,450.668.445-08,SES,cpf_duplicado:primeira_ocorrencia_linha_1925
23585,GO0024584,Lucas Rodrigues,898.511.851-80,SES,cpf_duplicado:primeira_ocorrencia_linha_1722
23592,GO0024591,Mônica Pereira,450.968.245-47,SES,cpf_duplicado:primeira_ocorrencia_linha_11754
23595,GO0024594,Diego Carvalho,984.676.298-49,SES,cpf_duplicado:primeira_ocorrencia_linha_11675
23601,GO0020752,Maria Santos,167.099.613-17,SES,matricula_duplicada:primeira_ocorrencia_linha_19753
23602,GO0024601,Carlos Moura,315.228.803-88,SES,cpf_duplicado:primeira_ocorrencia_linha_8595
23687,GO0020495,Sandra Oliveira,810.180.790-91,SES,matricula_duplicada:primeira_ocorrencia_linha_19496
23698,GO0024697,Mônica Silva,939.493.158-44,SES,cpf_duplicado:primeira_ocorrencia_linha_16906
23711,GO0024055,Leandro Dias,912.822.497-62,SES,matricula_duplicada:primeira_ocorrencia_linha_23056
23716,GO0024715,Alexandre Carvalho,,ses,{'cpf': 'cpf_nulo'}
23722,GO0024721,Pedro Cardoso,529.516.670-66,SES,cpf_duplicado:primeira_ocorrencia_linha_2409
23725,GO0024724,Juliana Silva,,ses,{'cpf': 'cpf_nulo'}
23765,GO0024764,Carlos Rodrigues,,SES,{'cpf': 'cpf_nulo'}
23770,GO0024769,Felipe Melo,,SES,{'cpf': 'cpf_nulo'}
23777,GO0024776,Vinicius Teixeira,689.397.753-58,SES,cpf_duplicado:primeira_ocorrencia_linha_20330
23799,GO0024798,Felipe Martins,386.929.703-91,SES,cpf_duplicado:primeira_ocorrencia_linha_16867
23807,GO0016598,Sandra Monteiro,114.222.986-55,SES,matricula_duplicada:primeira_ocorrencia_linha_15599
23808,GO0011230,Cristina Lima,102.668.304-95,SES,matricula_duplicada:primeira_ocorrencia_linha_10231
23828,GO0005543,Diego Cavalcanti,288.706.579-00,SES,matricula_duplicada:primeira_ocorrencia_linha_4544
23852,GO0024851,Gustavo Martins,678.623.876-78,SES,cpf_duplicado:primeira_ocorrencia_linha_18919
23881,GO0024880,Maria Rodrigues,,SES ,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
23885,GO0024884,Larissa Costa,354.073.841-71,SES,cpf_duplicado:primeira_ocorrencia_linha_2890
23905,GO0024904,Camila Ribeiro,321.038.974-32,SES,cpf_duplicado:primeira_ocorrencia_linha_12269
23924,GO0024923,Gustavo Rodrigues,692.104.796-91,SES,cpf_duplicado:primeira_ocorrencia_linha_16209
23937,GO0024936,Thiago Campos,003.257.716-66,SES,cpf_duplicado:primeira_ocorrencia_linha_18723
23940,GO0024939,Mônica Nunes,112.618.023-47,SES,cpf_duplicado:primeira_ocorrencia_linha_20256
23946,GO0024945,Sandra Almeida,,Ses,{'cpf': 'cpf_nulo'}
23958,GO0020289,Marcos Costa,730.756.019-99,SES,matricula_duplicada:primeira_ocorrencia_linha_19290
23969,GO0024968,Felipe Ferreira,228.757.061-01,SES,cpf_duplicado:primeira_ocorrencia_linha_21588
23972,GO0009320,Vinicius Carvalho,498.182.946-71,SES,matricula_duplicada:primeira_ocorrencia_linha_8321
23997,GO0024996,  Juliana Dias  ,, SES,{'cpf': 'cpf_nulo'}
24002,GO0025001,Priscila  Araújo,,ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:priscila.araújo@ses.go.gov.br'}"
24016,GO0013401,Bruno Santos,922.124.788-39,SES,cpf_duplicado:primeira_ocorrencia_linha_5768
24024,GO0025023,Beatriz Carvalho,, SES,{'cpf': 'cpf_nulo'}
24036,GO0025035,Vanessa Almeida,,SES,{'cpf': 'cpf_nulo'}
24039,GO0013155,Camila Oliveira,359.613.887-98,SES,matricula_duplicada:primeira_ocorrencia_linha_12156
24052,GO0025051,Cristina Campos,, SES,{'cpf': 'cpf_nulo'}
24063,GO0025062,Fernanda Araújo,856.487.279-38,SES,cpf_duplicado:primeira_ocorrencia_linha_20056
24077,GO0019126,Maria Gomes,727.803.673-61,SES,matricula_duplicada:primeira_ocorrencia_linha_18127
24080,GO0025079,alexandre gomes,, SES,{'cpf': 'cpf_nulo'}
24082,GO0025081,  Beatriz Teixeira  ,,SES ,{'cpf': 'cpf_nulo'}
24105,GO0025104,Vinicius Souza,213.117.474-02,SES,cpf_duplicado:primeira_ocorrencia_linha_10471
24109,GO0001608,Marcos Moreira,722.855.792-77,SES,matricula_duplicada:primeira_ocorrencia_linha_609
24127,GO0025126,  Tatiane Castro  ,,ses,{'cpf': 'cpf_nulo'}
24138,GO0025137,Felipe Pereira,,Ses,{'cpf': 'cpf_nulo'}
24157,GO0025156,Lucas  Cardoso,,Ses,{'cpf': 'cpf_nulo'}
24179,GO0025178,Patrícia Cardoso,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.cardoso@ses.go.gov.br'}"
24182,GO0018986,Priscila Monteiro,518.096.712-30,SES,matricula_duplicada:primeira_ocorrencia_linha_17987
24184,GO0025183,BRUNO TEIXEIRA,,ses,{'cpf': 'cpf_nulo'}
24186,GO0025185,Bruno Martins,,SES,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
24190,GO0025189,Camila  Martins,, SES,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo', 'email': 'email_invalido:@ses.go.gov.br'}"
24196,GO0025195,Rafael Costa,231.992.158-03,SES,cpf_duplicado:primeira_ocorrencia_linha_19086
24198,GO0025197,Daniela Cavalcanti,,Ses,{'cpf': 'cpf_nulo'}
24203,GO0003789,Gustavo Nunes,711.391.849-59,SES,matricula_duplicada:primeira_ocorrencia_linha_2790
24216,GO0025215,Aline Borges,859.803.699-65,SES,cpf_duplicado:primeira_ocorrencia_linha_16362
24218,GO0025217,Bruno Gomes,, SES,{'cpf': 'cpf_nulo'}
24227,GO0024660,Henrique Monteiro,352.669.520-62,SES,matricula_duplicada:primeira_ocorrencia_linha_23661
24234,GO0021736,Maria Nascimento,342.046.612-72,SES,matricula_duplicada:primeira_ocorrencia_linha_20737
24241,GO0012098,Bruno Moura,794.114.750-48,SES,matricula_duplicada:primeira_ocorrencia_linha_11099
24245,GO0025244,camila oliveira,, SES,{'cpf': 'cpf_nulo'}
24247,GO0025246,Eduardo Ferreira,,SES ,{'cpf': 'cpf_nulo'}
24250,GO0007312,Eduardo Silva,264.348.371-94,SES,matricula_duplicada:primeira_ocorrencia_linha_6313
24258,GO0025257,Maria Oliveira,954.501.738-77,SES,cpf_duplicado:primeira_ocorrencia_linha_24222
24267,GO0025266,Tatiane Cavalcanti,651.272.757-69,SES,cpf_duplicado:primeira_ocorrencia_linha_11450
24282,GO0025281,Tatiane Santos,645.334.302-08,SES,cpf_duplicado:primeira_ocorrencia_linha_1685
24286,GO0015305,Bruno Monteiro,628.448.810-80,SES,matricula_duplicada:primeira_ocorrencia_linha_14306
24304,GO0025303,Leandro Moreira,,SES,{'cpf': 'cpf_nulo'}
24306,GO0025305,ANA MOREIRA,,SES ,{'cpf': 'cpf_nulo'}
24335,GO0025334,Lucas Pereira,,SES ,{'cpf': 'cpf_nulo'}
24340,GO0025339,Rafael Dias,203.902.846-14,SES,cpf_duplicado:primeira_ocorrencia_linha_22318
24346,GO0015801,Vinicius Ribeiro,593.823.837-68,SES,matricula_duplicada:primeira_ocorrencia_linha_14802
24356,GO0025355,Renata Borges,488.246.233-64,SES,cpf_duplicado:primeira_ocorrencia_linha_6314
24358,GO0022946,Juliana Araújo,245.272.383-48,SES,matricula_duplicada:primeira_ocorrencia_linha_21947
24381,GO0001837,Vinicius Lima,816.036.859-98,SES,matricula_duplicada:primeira_ocorrencia_linha_838
24391,GO0025390,Alexandre Cardoso,970.524.655-29,SES,cpf_duplicado:primeira_ocorrencia_linha_9221
24399,GO0025398,Mônica Teixeira,, SES,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'email': 'email_invalido:mônica.teixeira@ses.go.gov.br'}"
24408,GO0025407,Diego Cavalcanti,,SES ,{'cpf': 'cpf_nulo'}
24416,GO0025415,Thiago Barbosa,664.777.768-53,SES,cpf_duplicado:primeira_ocorrencia_linha_15054
24447,GO0014495,Thiago Monteiro,740.198.015-78,SES,matricula_duplicada:primeira_ocorrencia_linha_13496
24467,GO0025466,Eduardo Castro,792.399.048-98,SES,cpf_duplicado:primeira_ocorrencia_linha_22727
24496,GO0025495,Alexandre Ribeiro,667.940.752-89,SES,cpf_duplicado:primeira_ocorrencia_linha_24208
24505,GO0025504,Maria Almeida,048.688.392-88,SES,cpf_duplicado:primeira_ocorrencia_linha_21976
24507,GO0025506,Rodrigo Silva,390.633.552-70,SES,cpf_duplicado:primeira_ocorrencia_linha_9130
24537,GO0025536,Henrique Ribeiro,122.709.954-77,SES,cpf_duplicado:primeira_ocorrencia_linha_9840
24542,GO0005259,Ricardo Nascimento,026.649.203-45,SES,matricula_duplicada:primeira_ocorrencia_linha_4260
24581,GO0025580,Pedro Martins,320.563.852-79,SES,cpf_duplicado:primeira_ocorrencia_linha_727
24586,GO0025585,Pedro Cardoso,391.431.204-23,SES,cpf_duplicado:primeira_ocorrencia_linha_10693
24607,GO0025606,Maria Pereira,301.957.313-55,SES,cpf_duplicado:primeira_ocorrencia_linha_13439
24612,GO0024753,Juliana Teixeira,559.855.335-93,SES,matricula_duplicada:primeira_ocorrencia_linha_23754
24621,GO0025620,Eduardo  Campos,,SES ,{'cpf': 'cpf_nulo'}
24625,GO0005823,Patrícia Cavalcanti,784.108.088-04,SES,matricula_duplicada:primeira_ocorrencia_linha_4824
24646,GO0025645,Aline Castro,,ses,{'cpf': 'cpf_nulo'}
24650,GO0007453,Simone Cardoso,821.589.933-28,SES,matricula_duplicada:primeira_ocorrencia_linha_6454
24655,GO0025654,Daniela Teixeira,404.371.208-79,SES,cpf_duplicado:primeira_ocorrencia_linha_23944
24668,GO0012136,Henrique Ribeiro,642.934.274-91,SES,matricula_duplicada:primeira_ocorrencia_linha_11137
24683,GO0025682,Tatiane Moura,871.635.701-89,SES,cpf_duplicado:primeira_ocorrencia_linha_23175
24689,GO0025688,Henrique  Ribeiro,, SES,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
24693,GO0025692,Renata Teixeira,,ses,{'cpf': 'cpf_nulo'}
24736,GO0025735,Gustavo Gomes,, SES,{'cpf': 'cpf_nulo'}
24781,GO0005770,Felipe Moura,281.312.811-27,SES,matricula_duplicada:primeira_ocorrencia_linha_4771
24782,GO0025781,Mônica Castro,027.007.284-53,SES,cpf_duplicado:primeira_ocorrencia_linha_13039
24807,GO0025806,Carlos Rocha,, SES,{'cpf': 'cpf_nulo'}
24819,GO0025818,Carlos Gomes,907.952.954-09,SES,cpf_duplicado:primeira_ocorrencia_linha_16618
24828,GO0025827,Rafael Pereira,,Ses,{'cpf': 'cpf_nulo'}
24829,GO0025828,Diego Oliveira,061.177.846-53,SES,cpf_duplicado:primeira_ocorrencia_linha_2854
24856,GO0025855,Pedro Martins,,ses,{'cpf': 'cpf_nulo'}
24869,GO0025868,Eduardo Santos,,Ses,{'cpf': 'cpf_nulo'}
24898,GO0025897,João Borges,,ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.borges@ses.go.gov.br'}"
24903,GO0010876,Aline Araújo,464.315.860-81,SES,matricula_duplicada:primeira_ocorrencia_linha_9877
24920,GO0025919,Aline Martins,770.478.587-43,SES,cpf_duplicado:primeira_ocorrencia_linha_18504
24927,GO0025926,Rodrigo Oliveira,120.993.933-21,SES,cpf_duplicado:primeira_ocorrencia_linha_2283
24948,GO0025947,Larissa Moura,, SES,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
24954,GO0025953,Eduardo Rocha,099.696.965-19,SES,cpf_duplicado:primeira_ocorrencia_linha_15855
24976,GO0025975,Cristina Ribeiro,085.421.350-47,SES,cpf_duplicado:primeira_ocorrencia_linha_10354
24980,GO0025979,Vinicius Dias,206.242.910-33,SES,cpf_duplicado:primeira_ocorrencia_linha_1522
